field_1,id,analitico_,analitic_1,analitic_2,analitic_3,analitic_4,analitic_5,analitic_6,analitic_7,analitic_8,analitic_9,analitic10,analitic11,analitic12,analitic13,analitic14,analitic15,analitic16,analitic17,analitic18,analitic19,analitic20,analitic21,analitic22,analitic23,analitic24,analitic25,analitic26,analitic27,analitic28,analitic29,analitic30,analitic31,analitic32,barnices,co3,color_hume,color_seco,concrecion,consistenc,consiste_1,consiste_2,consiste_3,estructura,estructu_1,estructu_2,formacione,humedad,id.1,limite_tip,limite_for,moteados,perfil_num,perfil_pro,perfil_cob,perfil_mat,perfil_mod,perfil_fec,perfil_veg,perfil_obs,perfil_cap,perfil_ubi,perfil_u_1,perfil_u_2,perfil_u_3,perfil_pai,perfil_p_1,perfil_p_2,perfil_hum,perfil_ero,perfil_e_1,perfil_ped,perfil_p_3,perfil_ser,perfil_s_1,perfil_s_2,perfil_gru,perfil_g_1,perfil_fas,perfil_f_1,perfil_sal,perfil_uso,perfil_rel,perfil_per,perfil_esc,perfil_pen,perfil_ane,perfil_dre,perfil_pos,ph,profundida,profundi_1,raices,textura,tipo
37,329,3228,27.6,15.8,19.6,5.6,6.4,5.1,3873,10.9,2.7,1.8,0.4,28.8,1.37,0.138,30.1,62.8,8.4,0.1,0,0,0,0,NA,NA,NA,5.4,80,74,NA,23 - 30,NA,10,Clsk +,,10YR 2/2,,,muy duro,firme,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,incipiente piso de arado,,94,claro,suave,"Fe comunes, finos, precisos",10/688 C,NA,NA,,false,1967-03-10,Rastrojo de maíz,,,"5,6 km. al E.S.E. de General Gelly",R 386,3360-26-4,162,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,pobremente drenada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,5.5,30,23,2,NA,B1
38,329,3231,26.1,19.9,21.6,6.3,7.4,5.4,3081,13.2,4.6,1.6,0.5,21.6,0.16,NA,30,69.1,8.5,0.8,0,0,0,0,NA,NA,NA,2.6,91,85,NA,100 - 155,NA,NA,Clsk +,,7.5YR 4/4,,Fe Mn +,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,lentes cementados,,97,gradual,suave,"Fe comunes, finos, precisos",10/688 C,NA,NA,,false,1967-03-10,Rastrojo de maíz,,,"5,6 km. al E.S.E. de General Gelly",R 386,3360-26-4,162,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,pobremente drenada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,6,155,100,1,NA,B3
39,329,3227,25.3,13.5,16,5.8,6.3,5.2,4797,9.6,1.6,1.9,0.4,21.5,1.56,0.155,30,68.6,9.4,0.5,0,0,0,0,NA,NA,NA,5.8,84,70,NA,0-23,NA,10,,,10YR 3/2,10YR 6/2,,,friable,no ahesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,93,abrupto,suave,"Fe +  finos, débiles",10/688 C,NA,NA,,false,1967-03-10,Rastrojo de maíz,,,"5,6 km. al E.S.E. de General Gelly",R 386,3360-26-4,162,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,pobremente drenada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,5.5,23,0,3,NA,A1p
40,334,3199,28.3,16,20.6,5.7,6.7,5.1,3554,11.3,3,1.2,0.5,30.7,0.79,0.092,31.2,64,5.2,0.1,0,0,0,0,NA,NA,NA,5.4,78,74,NA,27 - 43,NA,9,Clsk +,,10YR 3/3,,,,friable,ligeramente adhesivo,plástico,bloques subangulares,medios,moderado,,,101,claro,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,6,43,27,2,NA,B1
41,334,3203,30.6,NA,19.8,7.5,8.4,7.2,1741,NA,NA,2.2,0.9,23.4,0.08,NA,32.8,67.3,6.4,1.4,0,0,0,1.5,NA,NA,0.38,NA,NA,NA,NA,195 - 220,NA,NA,,++,7.5YR 5/4,,Ca +,,muy friable,no ahesivo,plástico,masiva,,,,,105,,,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,NA,220,195,,NA,Cca
42,334,3202,32.1,26.7,29.7,6.1,7.2,5.3,1541,18.1,5.6,2.2,0.8,34.5,0.12,NA,29.2,60.6,4.3,0.6,0,0,0,0,NA,NA,NA,3.9,90,87,NA,120 - 195,NA,NA,Clsk +,,7.5YR 4/4,,,,friable,adhesivo,plástico,bloques subangulares,medios,moderado,,,104,difuso,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,6,195,120,vestigios,NA,B3
43,334,3201,33.8,26.3,27.9,6.1,7.3,5.4,1995,17.3,6.2,2.1,0.7,34.2,0.34,0.051,29.5,58.1,7.3,0.4,0,0,0,0,NA,NA,NA,4.8,89,84,NA,68 - 120,NA,6,Clsk ++,,7.5YR 4/2,,,,friable,adhesivo,muy plástico,prismas,medios,moderado,,,103,gradual,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,6,120,68,vestigios,NA,B22
44,334,3200,37.3,27.6,33,6.1,7.2,5.4,1559,19,5.9,2,0.7,43,0.54,0.067,24.2,52.2,4.5,0.3,0,0,0,0,NA,NA,NA,5.8,84,82,NA,43 - 68,NA,8,Clsk +++,,7.5YR 4/2,,,,friable,muy adhesivo,muy plástico,prismas,medios,moderado,,,102,claro,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,6,68,43,1,NA,B21
45,334,3198,28.9,16.6,21,5.6,6.3,5,3808,10.7,4.1,1.3,0.5,31.8,1.4,0.137,34.9,63.3,4.8,0.1,0,0,0,0,NA,NA,NA,6.6,79,71,NA,15 - 27,NA,10,,,10YR 2/2,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,100,claro,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,5.5,27,15,3,NA,A1
46,334,3197,26.9,15,19.3,5.6,6,5.1,3998,10.2,3,1.4,0.4,23.3,1.64,0.162,37.4,71.1,5.2,0.4,0,0,0,0,NA,NA,0.67,7,77,68,NA,0 - 15,NA,10,,,10YR 3/2,10YR 6/2,,duro,muy friable,no ahesivo,ligeramente plástico,bloques subangulares,medios,moderado,,,99,abrupto,suave,,10/683 C,NA,NA,loess bonaerense,false,1967-03-08,Campo arado,"Manchas de materia orgánica en el B21 y B22.
Llama la atención la humedad existente a partir del B21.
En el B21 se observan planos de ruptura que forman un ángulo aprox. de 45º, pero no se observan trazos de deslizamiento.",,8 km. al N.N.W. de General Gelly,R 389,3360-26-4,47,Pampa ondulada,,,uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,lento,0 - 1%,clase 4,,loma,5.5,15,0,3,NA,Ap
47,335,3235,36.1,24.8,28.8,6.1,7,5.2,2445,17.6,5.1,1.3,0.8,42.9,0.61,0.073,24.1,52.2,4.9,0.1,0,0,0,0,NA,NA,NA,5,86,83,NA,37 - 86,NA,8,Clsk +++,,7.5YR 3/2,,,,firme,muy adhesivo,muy plástico,prismas,gruesos,fuerte,slickensides,,108,claro,suave,,10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,86,37,1,NA,B21
48,335,3234,28,17.1,20.1,5.7,6.6,5.1,3690,11.3,3.2,2,0.6,32.1,1.45,0.143,26.7,60.8,7.1,0.1,0,0,0,0,NA,NA,NA,5.7,85,75,NA,26 - 37,NA,10,Clsk +,,10YR 3/3,,,,friable,,,bloques subangulares,medios,moderado,,,107,claro,suave,,10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,37,26,2,NA,B1
49,335,3233,26.5,16.2,19,5.7,6.1,5.3,2067,11.3,2.5,2,0.4,23.3,1.61,0.16,31,65.2,11,0.5,0,0,0,0,NA,NA,NA,5.7,85,74,NA,0 - 26,NA,10,,,10YR 3/2,,,,friable,,,bloques subangulares,medios,moderado,,,106,abrupto,suave,,10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,26,0,3,NA,A1p
50,335,3236,31.8,24.4,27.2,6.3,7.4,5.5,1881,18.1,3.6,1.8,0.8,30.7,0.34,0.048,28.6,61.8,7,0.5,0,0,0,0,NA,NA,NA,3.5,90,88,NA,86 - 116,NA,7,Clsk ++,,7.5YR 4/2,,,,firme,adhesivo,plástico,prismas,medios,fuerte,,,109,claro,suave,,10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,116,86,vestigios,NA,B22
51,335,3237,26.5,21.4,21.9,7,7.7,6.1,2028,14.9,4.1,1.5,0.9,21.7,0.15,NA,27,67.6,9.8,0.9,0,0,0,0,NA,NA,NA,2.2,98,91,NA,116 - 153,NA,NA,Clsk 0/+,,7.5YR 4/4,,,,friable,ligeramente adhesivo,ligeramente plástico,prismas,medios,débil,,,110,gradual,,,10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,153,116,,NA,B3
52,335,3238,28.7,NA,19.5,7.5,8.2,7,1659,NA,NA,1.3,1,24.1,0.07,NA,30.2,64.8,8.4,1.6,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,153 - 170,NA,NA,,++,7.5YR 5/4,,CaCO3 ++,,friable,,,masiva,,,,,111,,,"Fe +  finos, débiles",10/689 C,NA,NA,,false,1967-03-14,Campo arado,En las grietas del B21 se observan chorreaduras de materia orgánica.,,"3,8 km. al E.S.E. de General Gelly",R 386,3360-26-4,161,,,,uniforme,ligera,hídrica,,grado 0,Peyrano,Py,NA,NA,,NA,moderadamente erosionada,clase 0,agrícola,normal,lenta,medio,1 - 3%,clase 5,,loma,NA,170,153,,NA,Cca
53,336,4692,34,17.4,20.3,6,6.2,5,3292,13.2,2.8,1.3,0.1,31.8,0.69,0.08,25.7,60.5,6.7,1,0,0,0,0,NA,NA,NA,5.5,86,53,NA,34 - 47,NA,9,Clsk +  medios,,10YR 3/3,7.5YR 5/2,,,friable,adhesivo,plástico,prismas,medios,moderado,poros ++ finos,húmedo,115,claro,ondulado,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,47,34,1,NA,B21
54,336,4693,38,23.3,27.6,6,6.3,5,2308,17.4,3.7,2.1,0.1,41.9,0.57,0.07,21.7,51.4,6.4,0.3,0,0,0,0,NA,NA,NA,6.3,84,61,NA,47 - 78,NA,8,Clsk (7.5YR  4/2) Clhm +++ (7.5YR 3/2),,7.5YR 4/2,7.5YR 5/4,,,friable,adhesivo,plástico,prismas compuestos regulares,medios,fuerte,poros + finos,fresco,116,claro,ondulado,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,78,47,1,NA,B22
55,336,4689,33.5,16.2,20.4,5.3,5.5,5,1776,12,2.3,1.8,0.1,24.2,1.64,0.147,29.3,67.6,7.4,0.8,0,0,0,0,NA,NA,NA,7.7,79,45,NA,0 - 16,NA,11,,,10YR 2/2,10YR 5/2,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,,,fresco,112,abrupto,suave,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,16,0,2,NA,Ap
56,336,4695,29.2,19.7,22,6.2,6.6,5.3,2778,14.4,3.1,2.1,0.1,27.8,0.21,0.043,27.8,69.5,9.6,1.3,0,0,0,0,NA,NA,NA,3.9,90,38.5,NA,105 - 150,NA,5,Clsk +  finos,,7.5YR 4/3,7.5YR 5/4,,,friable,ligeramente adhesivo,ligeramente plástico,prismas,gruesos,débil,nódulos lig. cementados,fresco,118,difuso,,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,150,105,,NA,B3
57,336,4696,25.6,19.3,21.5,6.4,6.9,5.4,3419,13.8,3.3,2.1,0.1,29.2,0.08,NA,29.2,72.2,14.3,1.7,0,0,0,0,NA,NA,NA,3.2,90,29.5,NA,150 - 170,NA,NA,,,7.5YR 4.5/4,7.5YR 7/4,,,muy friable,ligeramente adhesivo,no plástico,masiva,,,,fresco,119,,,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,170,150,,NA,C
58,336,4691,34,15.8,19,6,6.1,5.2,3508,12.6,1.9,1.2,0.1,30.1,0.92,0.094,27.6,61.8,7,1.1,0,0,0,0,NA,NA,NA,5.3,83,53,NA,24 - 34,NA,10,"Clsk +  finos, precisos",,10YR 3/2,7.5YR 5/2,,,muy friable,ligeramente adhesivo,ligeramente plástico,prismas,finos,débil,"poros ++  medios, gruesos; lixiviado",húmedo,114,claro,ondulado,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,34,24,2,NA,B1
59,336,4690,35,17.8,22,5.9,6,5.3,3335,13.6,2.7,1.4,0.1,30,1.42,0.124,27.5,62.6,6.7,0.7,0,0,0,0,NA,NA,NA,6.4,81,52,NA,16 - 24,NA,11,,,10YR 2/2,10YR 5/2,,,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,"poros comunes, finos; piso arado",fresco,113,claro,suave,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,24,16,2,NA,A1
60,336,4694,33.2,23.4,27.1,6.1,6.6,5.1,2479,16.9,4.2,2.2,0.1,27.3,0.34,0.059,27.3,64.8,6.8,1.1,0,0,0,0,NA,NA,NA,5.3,86,51,NA,78 - 105,NA,6,Clsk ++,,7.5YR 4/4,7.5YR 6/4,,,friable,adhesivo,ligeramente plástico,prismas,gruesos,moderado,,fresco,117,gradual,,,10/940 C,NA,NA,,false,1967-08-31,Campo natural,,,"17,2 km. al N.W. de Pearson",R 390,3360-26-3,51,,,,no uniforme,ligera,hídrica,,grado 0,Pergamino,Pe,NA,NA,,NA,,clase 0,agrícola,,lenta,medio,0 - 1%,clase 5,,loma,NA,105,78,vestigios,NA,B23
61,337,3226,37.7,NA,21.7,8.2,9.4,7.5,775,NA,NA,4.5,11,25.3,0.07,NA,27.7,58.7,10.8,0.7,0,0,0,4.5,NA,NA,1.21,NA,NA,NA,NA,180 - 200,NA,NA,,+++,7.5YR 5/4,,Ca +++,,friable,ligeramente adhesivo,ligeramente plástico,masiva,,,,,124,,,"Fe comunes, grandes, precisos",10/687 C,NA,80,,false,1967-03-10,Pastos naturales,"Presenta enlame de 5 cm. aprox. su textura franca a franco-limosa, con estructura laminar fina, débil.
El límite entre el A1 y el B21 es muy irregular,presentando en ciertos lugares un incipiente A2 que nunca supera los 4 cm. de espesor.
Las concrecion",,"7,9 km. al N.N.E. de El Socorro",R 387,3360-26-4,129,,,,no uniforme,ligera,hídrica,,grado 0,Santa Lucía,SL,NA,NA,,NA,,clase 0,ganadero,normal,lenta,medio,0 - 1%,clase 4,,media loma,9.2,200,180,,NA,Cca
62,337,3222,26,12.3,16.3,5.7,6.5,5.1,2865,7.2,1.8,1.5,1.8,16.4,1.62,0.162,38.9,74.2,8.6,0.8,0,0,0,0,NA,NA,NA,6,76,67,NA,0 - 15,NA,10,,,10YR 3/3,10YR 6/2,Fe ++,extremadamente duro,firme,muy adhesivo,plástico,bloques subangulares,gruesos,fuerte,,,120,abrupto,irregular,"Fe ++ finos, sobresalientes",10/687 C,NA,80,,false,1967-03-10,Pastos naturales,"Presenta enlame de 5 cm. aprox. su textura franca a franco-limosa, con estructura laminar fina, débil.
El límite entre el A1 y el B21 es muy irregular,presentando en ciertos lugares un incipiente A2 que nunca supera los 4 cm. de espesor.
Las concrecion",,"7,9 km. al N.N.E. de El Socorro",R 387,3360-26-4,129,,,,no uniforme,ligera,hídrica,,grado 0,Santa Lucía,SL,NA,NA,,NA,,clase 0,ganadero,normal,lenta,medio,0 - 1%,clase 4,,media loma,5.7,15,0,2,NA,A1
63,337,3223,70.5,23.3,23.7,7.9,8.8,6.6,471,7.7,5.6,2.6,7.4,46,0.89,0.089,19.4,47.2,6.3,0.5,0,0,0,0,NA,NA,2.71,0,100,NA,NA,15 - 60,NA,9,Clsk +++,,7.5YR 3/2,,Fe +,extremadamente duro,muy firme,adhesivo,plástico,columnar,medios,fuerte,,,121,claro,suave,"Fe comunes, finos, precisos",10/687 C,NA,80,,false,1967-03-10,Pastos naturales,"Presenta enlame de 5 cm. aprox. su textura franca a franco-limosa, con estructura laminar fina, débil.
El límite entre el A1 y el B21 es muy irregular,presentando en ciertos lugares un incipiente A2 que nunca supera los 4 cm. de espesor.
Las concrecion",,"7,9 km. al N.N.E. de El Socorro",R 387,3360-26-4,129,,,,no uniforme,ligera,hídrica,,grado 0,Santa Lucía,SL,NA,NA,,NA,,clase 0,ganadero,normal,lenta,medio,0 - 1%,clase 4,,media loma,8.2,60,15,1,NA,B21
64,337,3225,55.1,NA,20.3,8.4,9.6,7.7,544,NA,NA,4.4,11.4,29.9,0.16,NA,28.5,52,10,1.3,0,0,0,6.8,NA,NA,1.43,NA,NA,NA,NA,106 - 180,NA,NA,Clsk 0/+,++,7.5YR 4/4,,Ca +++,,firme,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,,,,123,gradual,suave,"Fe comunes, grandes, precisos",10/687 C,NA,80,,false,1967-03-10,Pastos naturales,"Presenta enlame de 5 cm. aprox. su textura franca a franco-limosa, con estructura laminar fina, débil.
El límite entre el A1 y el B21 es muy irregular,presentando en ciertos lugares un incipiente A2 que nunca supera los 4 cm. de espesor.
Las concrecion",,"7,9 km. al N.N.E. de El Socorro",R 387,3360-26-4,129,,,,no uniforme,ligera,hídrica,,grado 0,Santa Lucía,SL,NA,NA,,NA,,clase 0,ganadero,normal,lenta,medio,0 - 1%,clase 4,,media loma,9.4,180,106,,NA,B3ca
65,337,3224,61.8,NA,19.4,8.4,9.6,7.6,508,NA,NA,4.4,9.2,39.4,0.26,0.039,25.9,51.1,9,0.1,0,0,0,0.4,NA,NA,1.97,NA,NA,NA,NA,60 - 106,NA,7,Clsk +++,,7.5YR 4/4,,Fe + Ca +++,,firme,adhesivo,plástico,prismas,finos,débil,,,122,claro,suave,"Fe comunes, medios, débiles",10/687 C,NA,80,,false,1967-03-10,Pastos naturales,"Presenta enlame de 5 cm. aprox. su textura franca a franco-limosa, con estructura laminar fina, débil.
El límite entre el A1 y el B21 es muy irregular,presentando en ciertos lugares un incipiente A2 que nunca supera los 4 cm. de espesor.
Las concrecion",,"7,9 km. al N.N.E. de El Socorro",R 387,3360-26-4,129,,,,no uniforme,ligera,hídrica,,grado 0,Santa Lucía,SL,NA,NA,,NA,,clase 0,ganadero,normal,lenta,medio,0 - 1%,clase 4,,media loma,8.6,106,60,,NA,B22
66,342,4640,37.5,24.9,29.6,6.1,6.4,5.4,2282,17.8,4.7,2.3,0.1,33,0.36,0.051,25.3,62.5,4.1,0.4,0,0,0,0,NA,NA,NA,5.9,84,55,NA,76 - 110,NA,7,Clsk ++,,7.5YR 4/4,,,,firme,ligeramente adhesivo,plástico,prismas,medios,fuerte,no slck,húm / moj,156,gradual,ondulado,,10/931 C,NA,NA,Loéssico franco limoso,false,1967-08-28,Cultivo de trigo,"Concreciones de hasta 1 cm. de diámetro. La primera parte del C no tiene concreciones.
B2t pesado, poco permeable; B21 prismas algo inclinados.",,"8,5 km. al S.W. de Peyrano",R 387,3360-26-3,121,,,,no uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,medio,0 - 1%,clase 5,clase 3,loma,6,110,76,,NA,B22
67,342,4641,32,20.4,24.4,6,6.4,5.4,2677,14.8,3.2,2.3,0.1,23.2,0.24,0.037,27.8,68.9,7.2,0.7,0,0,0,0,NA,NA,NA,4.9,84,42,NA,110 - 170,NA,6,Clsk +  finos,,7.5YR 4/4,,,,friable,ligeramente adhesivo,ligeramente plástico,prismas,finos,débil,nódulos lig. cementados,mojado,157,difuso,ondulado,"Fe comunes, finos, débiles",10/931 C,NA,NA,Loéssico franco limoso,false,1967-08-28,Cultivo de trigo,"Concreciones de hasta 1 cm. de diámetro. La primera parte del C no tiene concreciones.
B2t pesado, poco permeable; B21 prismas algo inclinados.",,"8,5 km. al S.W. de Peyrano",R 387,3360-26-3,121,,,,no uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,medio,0 - 1%,clase 5,clase 3,loma,6.5,170,110,,NA,B3
68,342,4638,31.2,15.8,20.5,5.8,6.1,5.4,4301,11.4,2.5,1.8,0.1,30.6,0.84,0.094,24.4,62.9,6.2,0.3,0,0,0,0,NA,NA,NA,5.8,77,47,NA,29 - 39,NA,9,Clsk - Clhm,,10YR 3/2.5,,,,friable,ligeramente adhesivo,plástico,prismas,medios,débil,,húmedo,154,claro,suave,"Fe +  finos, débiles",10/931 C,NA,NA,Loéssico franco limoso,false,1967-08-28,Cultivo de trigo,"Concreciones de hasta 1 cm. de diámetro. La primera parte del C no tiene concreciones.
B2t pesado, poco permeable; B21 prismas algo inclinados.",,"8,5 km. al S.W. de Peyrano",R 387,3360-26-3,121,,,,no uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,medio,0 - 1%,clase 5,clase 3,loma,6,39,29,,NA,B1
69,342,4639,39,23.6,29,5.9,6.3,5.3,2238,16.5,4.9,2.1,0.1,42.5,0.53,0.076,20.3,51.8,5.1,0.6,0,0,0,0,NA,NA,NA,6.9,81,60,NA,39 - 76,NA,7,Clsk +++ (7.5YR 3/2),,7.5YR 4/2,,,,firme,adhesivo,plástico,prismas,medios,fuerte,"Slck +  finos, débiles",húm / moj,155,gradual,suave,,10/931 C,NA,NA,Loéssico franco limoso,false,1967-08-28,Cultivo de trigo,"Concreciones de hasta 1 cm. de diámetro. La primera parte del C no tiene concreciones.
B2t pesado, poco permeable; B21 prismas algo inclinados.",,"8,5 km. al S.W. de Peyrano",R 387,3360-26-3,121,,,,no uniforme,nula,,,grado 0,Peyrano,Py,NA,NA,,NA,,clase 0,agrícola,normal,lenta,medio,0 - 1%,clase 5,clase 3,loma,6,76,39,,NA,B21
