,id.p,id.p.h,hor,top,bottom,thick,tb,CEC,phw,phkcl,resist,OC,clay,silt20,sand.mf,p_permeabilidad,p_escurrimiento,p_anegamiento,p_drenaje,dren,dem,river,wdist,maxc,mrvbf,slope,twi,vdchn,water,lstm,lstsd,evim,evisd,ndwi.a,ndwi.b,ndwi.bsd,X,Y
2330,813,813_B1,AB.BA,20,36,16,17.9,20.5,6.8,5.2,4333,0.94,32,30,8.6,3,2,clase 5,NA,3.2,51.8767127991,27699.03515625,725.6236572266,3.2221274376,3.6841762066,0.1897378266,11.7811222076,1.9410476685,0,297.1880295249,7.7916997546,3209.3402777778,1763.4897386224,0.0256989386,-0.0750886682,0.1030059805,5499306.07800299,6261498.27801893
2331,813,813_B2,B,36,84,48,29.7,37.2,7,5.2,1641,0.46,52,20.2,7.2,3,2,clase 5,NA,3.2,51.8767127991,27699.03515625,725.6236572266,3.2221274376,3.6841762066,0.1897378266,11.7811222076,1.9410476685,0,297.1880295249,7.7916997546,3209.3402777778,1763.4897386224,0.0256989386,-0.0750886682,0.1030059805,5499306.07800299,6261498.27801893
2332,813,813_B32,BC,110,180,70,23.6,25.7,7.1,5.3,2345,0.1,30.6,36.3,8.2,3,2,clase 5,NA,3.2,51.8767127991,27699.03515625,725.6236572266,3.2221274376,3.6841762066,0.1897378266,11.7811222076,1.9410476685,0,297.1880295249,7.7916997546,3209.3402777778,1763.4897386224,0.0256989386,-0.0750886682,0.1030059805,5499306.07800299,6261498.27801893
2333,813,813_B31,BC,84,110,26,24.6,28,7.1,5.3,1941,0.17,32.4,32.9,5.9,3,2,clase 5,NA,3.2,51.8767127991,27699.03515625,725.6236572266,3.2221274376,3.6841762066,0.1897378266,11.7811222076,1.9410476685,0,297.1880295249,7.7916997546,3209.3402777778,1763.4897386224,0.0256989386,-0.0750886682,0.1030059805,5499306.07800299,6261498.27801893
2334,814,814_Ap,A,0,16,16,19.3,23,6.2,5.3,5409,1.88,23.9,27,7.8,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2335,814,814_B1,AB.BA,16,32,16,19,23,6.6,5.3,3620,1.02,33.6,25.4,8.6,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2336,814,814_B21,B,32,70,38,29.8,33.6,6.8,5.5,2330,0.51,48.2,17,6.7,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2337,814,814_B22,B,70,100,30,27.6,30.5,7.2,5.7,2372,0.3,41.2,18.5,10.1,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2338,814,814_IIB33,BC,180,230,50,NA,32.1,8.3,7.1,1394,0.14,NA,NA,NA,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2339,814,814_B32,BC,123,180,57,25.2,27.5,7,5.4,2039,0.16,24.2,24.1,13.7,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2340,814,814_B31,BC,100,123,23,27.2,30,6.9,5.5,1706,0.27,28.4,24.8,11.8,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2341,814,814_IIC,C,230,250,20,NA,33.1,8.4,7,1165,0.1,NA,NA,NA,1,2,clase 5,NA,1.2,45.5986404419,20330.416015625,94.8710021973,-7.7452430725,4.7177619934,0.0580469407,13.640750885,2.83253479,0,297.4977872505,7.9067617161,3156.9652777778,1690.2135811296,0.0218722709,-0.1448668443,0.0822818648,5502838.93423409,6268451.31136785
2342,815,815_Ap,A,0,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2343,815,815_A3/B1,AB.BA,14,25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2344,815,815_B2,B,25,70,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2345,815,815_B31,BC,70,85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2346,815,815_IIB3,BC,180,200,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2347,815,815_B32ca,BC,85,180,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,clase 5,NA,3.3,26.795337677,11113.8056640625,684.782043457,-16.8008670807,2.5084724426,0.5246113539,11.0822029114,0.6839332581,0,297.1304833788,7.7758301304,3564.4166666667,1856.6727797835,-0.0015868051,-0.0267241686,0.080759999,5514991.6218626,6269701.11864224
2348,817,817_A11,A,0,16,16,16.4,22.3,6.1,5,2703,2.04,26.2,34,8.6,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2349,817,817_B1,AB.BA,16,32,16,17.8,23.8,6.2,5,4033,1.2,33.2,30.4,6.4,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2350,817,817_B22,B,70,117,47,32.2,34,7.5,5.4,1522,0.27,47.6,25.6,3.9,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2351,817,817_B21,B,32,70,38,33.5,37.7,7,5.1,1731,0.67,56.9,20.8,3.3,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2352,817,817_B32ca,BC,158,180,22,31.8,34.3,7.6,5.6,1449,0.12,46.9,29.5,3.1,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2353,817,817_B31ca,BC,117,158,41,31,31.1,7.4,5.4,1912,0.17,44.8,28.1,3.3,3,3,clase 5,NA,3.3,45.5090904236,20594.875,60.0016899109,0.040544603,3.9626638889,0.0650555342,13.4810571671,4.5064888,0.1724137962,297.6152056077,8.2383914068,3480.5555555556,1242.9297544569,-0.0029924764,-0.1161439957,0.0656287218,5508569.078002,6262721.27801562
2354,818,818_A12,A,15,25,10,18.6,22.7,6.4,5,3288,1.84,27.9,29.8,8.6,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2355,818,818_A1p,A,0,15,15,19.2,23.7,6.5,5.1,3292,1.95,28.3,29.8,8.8,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2356,818,818_B22,B,53,88,35,32.6,33.3,7.6,5.4,1717,0.19,46.2,21.7,7,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2357,818,818_B21,B,25,53,28,35.9,41.9,7.3,5.1,1641,0.43,59.1,16.5,3,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2358,818,818_B3ca,BC,88,172,84,NA,34.8,8.5,6.7,1536,0.07,29.4,31,7.6,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2359,818,818_Cca,C,172,200,28,NA,34.1,8.7,6.9,1673,0.09,24.5,32,10.5,3,3,clase 5,NA,3.3,45.108039856,22307.923828125,416.7850646973,-9.6947431564,1.9296580553,0.4110060334,9.9153900146,6.1310577393,0,297.4849415947,7.9896958742,3485.6666666667,1407.5867907261,0.0092482406,-0.0985873047,0.0792475485,5508193.23919752,6260777.60435894
2360,819,819_A12,A,12,23,11,18.2,20.6,7.7,5.7,1670,0.69,25.9,33.5,8.6,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2361,819,819_A1p,A,0,12,12,11.1,17,6.1,4.7,1900,1.3,19.9,34.3,10.3,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2362,819,819_B22ca,B,49,79,30,NA,44.6,9.7,7.2,643,0.05,59.1,20.5,2.5,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2363,819,819_B21,B,23,49,26,49.6,50.5,9.4,6.9,596,0.83,59.4,18.6,4.8,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2364,819,819_B32ca,BC,107,180,73,NA,34.3,9.5,6.6,1117,0.02,33.5,33.2,7.4,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2365,819,819_B31ca,BC,79,107,28,NA,37.9,9.7,6.9,751,0.06,43.7,28,4.5,3,3,clase 4,NA,3.3,34.4032249451,24060.47265625,174.9334869385,-3.6481695175,2.9394106865,0.2903347313,13.0692567825,0.939289093,0,297.3674407959,7.9783395043,3246.6944444444,1200.5321912996,-0.0631998637,-0.0762726195,0.0616393448,5507955.12206787,6258772.27759696
2366,820,820_A1,A,0,18,18,9.7,14.4,6.3,4.7,4074,2.06,18.8,35.6,10.6,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2367,820,820_A3,AB.BA,18,30,12,17.7,18,8.7,6,1542,0.85,23.8,36.1,5.6,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2368,820,820_B22ca,B,79,120,41,36.7,38.5,9.6,7,640,0.2,45.5,23.8,4.4,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2369,820,820_B21ca,B,30,79,49,NA,35,9.8,7.2,524,0.34,43.2,23,4.8,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2370,820,820_B3,BC,120,180,60,28.7,34.5,9.3,6.5,1047,0.15,36.8,29.9,5.4,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2371,820,820_C,C,180,220,40,34.1,33.6,9,6.2,1251,0.11,40.5,33,3.6,1,1,clase 3,NA,1.1,33.0746994019,25057.333984375,268.335723877,-7.4627728462,4.8392105103,0.139098227,12.9984092712,0.6105499268,0,297.4990026301,8.2767220785,3249.4583333333,607.9105551041,-0.0770844784,-0.0751373083,0.0455567294,5507735.70338725,6257735.24754053
2372,821,821_Ap,A,0,18,18,18.7,24.1,5.1,5.1,1957,1.79,26.4,27.4,8.1,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2373,821,821_A3,AB.BA,18,29,11,18.1,23.8,5.9,5.3,2757,1.08,31.3,23.2,7.5,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2374,821,821_B1,AB.BA,29,37,8,18.6,23.8,6,5.2,2438,0.77,32.7,18.6,5.7,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2375,821,821_B21,B,37,80,43,31.7,37.5,6.5,5.2,1918,0.46,55.3,12.5,5.8,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2376,821,821_B22,B,80,103,23,29.5,34.4,6.9,5.4,1823,0.25,37.9,23.9,7.1,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2377,821,821_B31,BC,103,147,44,27.9,31.3,7,5.3,1823,0.16,32.7,25.1,8.9,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2378,821,821_B32ca,BC,147,190,43,NA,28.8,8.4,7.3,1560,0.1,NA,NA,NA,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2379,821,821_C,C,190,210,20,NA,30.8,8.4,7.3,1621,0.07,NA,NA,NA,3,2,clase 5,NA,3.2,34.9567184448,12123.9423828125,0,-2.5477313995,5.7753443718,0.0242012944,11.9940013885,1.7035369873,1.586206913,297.3193545971,8.0315584811,3399.3611111111,1594.6082606868,0.0316729681,-0.1201297731,0.0700455704,5517028.11647222,6267264.01540812
2380,822,822_A1p,A,0,18,18,19,25.9,6.2,5,3353,1.81,34.9,27.1,5.9,2,3,clase 5,NA,2.3,27.146987915,12430.3828125,582.5110473633,-12.2067012787,2.8361980915,0.345695883,10.3389673233,5.4561195374,0,297.3451852251,7.6606210973,3062.1875,1864.4987476484,0.0046370425,-0.1139933266,0.0985418114,5525523.8779971,6260808.27802503
2381,822,822_B21,B,18,47,29,34.4,38,6.8,5.2,1726,0.87,52.3,19.3,4.9,2,3,clase 5,NA,2.3,27.146987915,12430.3828125,582.5110473633,-12.2067012787,2.8361980915,0.345695883,10.3389673233,5.4561195374,0,297.3451852251,7.6606210973,3062.1875,1864.4987476484,0.0046370425,-0.1139933266,0.0985418114,5525523.8779971,6260808.27802503
2382,822,822_B22,B,47,78,31,34.4,37.7,7.2,5.5,1662,0.79,52.3,20.1,5.6,2,3,clase 5,NA,2.3,27.146987915,12430.3828125,582.5110473633,-12.2067012787,2.8361980915,0.345695883,10.3389673233,5.4561195374,0,297.3451852251,7.6606210973,3062.1875,1864.4987476484,0.0046370425,-0.1139933266,0.0985418114,5525523.8779971,6260808.27802503
2383,822,822_B32ca,BC,124,185,61,NA,39.8,8.6,7,1228,0.08,28.2,36.2,5.1,2,3,clase 5,NA,2.3,27.146987915,12430.3828125,582.5110473633,-12.2067012787,2.8361980915,0.345695883,10.3389673233,5.4561195374,0,297.3451852251,7.6606210973,3062.1875,1864.4987476484,0.0046370425,-0.1139933266,0.0985418114,5525523.8779971,6260808.27802503
2384,822,822_B31ca,BC,78,124,46,NA,39.7,8.3,6.9,1435,0.1,33.8,28.6,6.8,2,3,clase 5,NA,2.3,27.146987915,12430.3828125,582.5110473633,-12.2067012787,2.8361980915,0.345695883,10.3389673233,5.4561195374,0,297.3451852251,7.6606210973,3062.1875,1864.4987476484,0.0046370425,-0.1139933266,0.0985418114,5525523.8779971,6260808.27802503
2385,823,823_A1p,A,0,18,18,16.2,19.4,6,4.8,3876,1.61,26.8,30.8,8.6,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2386,823,823_A12,A,18,28,10,16,18.6,6.1,4.6,6137,1.48,28.4,30.9,8.4,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2387,823,823_B1,AB.BA,28,40,12,16.7,19.6,6.4,4.7,4682,0.65,31.2,25.2,7.2,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2388,823,823_B2,B,40,62,22,31.2,32.4,6.8,5.1,1906,0.6,51.6,19.7,6.1,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2389,823,823_IIB32,BC,140,185,45,34.4,33.5,7.2,5.3,1647,0.1,43.8,28.1,3.8,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2390,823,823_B31,BC,62,140,78,28,28.1,6,5,1615,0.19,34.5,30.2,7.8,3,3,clase 5,NA,3.3,31.1872138977,7023.017578125,323.1189880371,8.6050567627,3.0312106609,0.2169219851,11.7231521606,4.9249744415,0,297.0744783063,7.9899074928,4174.0069444444,1220.0638610853,0.0015830509,-0.0648112367,0.0351738592,5530536.46787619,6262869.80087489
2391,824,824_A12,A,15,33,18,16.3,17,5.9,4.7,3081,0.63,28.7,27.2,6.2,2,3,clase 5,NA,2.3,10.0338983536,1983.6889648438,502.9058227539,-161.0267333984,0.6785546541,0.4234415889,10.3811721802,-0.1530246735,0,296.887057437,7.6993019946,4040.1319444444,906.543587576,-0.0088976111,-0.0323332188,0.0425842587,5542233.23760542,6260903.35249127
2392,824,824_A1p,A,0,15,15,13.4,14.7,5.6,4.9,1891,1.34,19.6,30.6,11.7,2,3,clase 5,NA,2.3,10.0338983536,1983.6889648438,502.9058227539,-161.0267333984,0.6785546541,0.4234415889,10.3811721802,-0.1530246735,0,296.887057437,7.6993019946,4040.1319444444,906.543587576,-0.0088976111,-0.0323332188,0.0425842587,5542233.23760542,6260903.35249127
2393,824,824_B2,B,33,90,57,27.2,29,6.6,4.9,2555,0.35,45.2,19.1,6,2,3,clase 5,NA,2.3,10.0338983536,1983.6889648438,502.9058227539,-161.0267333984,0.6785546541,0.4234415889,10.3811721802,-0.1530246735,0,296.887057437,7.6993019946,4040.1319444444,906.543587576,-0.0088976111,-0.0323332188,0.0425842587,5542233.23760542,6260903.35249127
2394,824,824_B3,BC,90,150,60,22.9,23.5,7,5.2,2604,0.16,28.4,31.6,8.1,2,3,clase 5,NA,2.3,10.0338983536,1983.6889648438,502.9058227539,-161.0267333984,0.6785546541,0.4234415889,10.3811721802,-0.1530246735,0,296.887057437,7.6993019946,4040.1319444444,906.543587576,-0.0088976111,-0.0323332188,0.0425842587,5542233.23760542,6260903.35249127
