"","id.p","hor","top","bottom","thick","tb","CEC","phw","phkcl","resist","OC","clay","silt20","sand.mf"
"1356","684","A",17,29,12,18,22.5,5.7,4.8,4340,2.12,22.4,24.7,15.1
"1359","684","B",38,60,22,29,29.1,8.4,6.4,1184,0.5,32.5,19.9,14.9
"1358","684","B",60,85,25,NA,28.2,9.1,7.4,985,0.25,NA,NA,NA
"1361","684","C",150,170,20,NA,17.1,8.9,7.3,2486,0.1,NA,NA,NA
"1363","685","A",0,22,22,12.9,16.1,5.6,4.7,4734,1.6,18,20.2,25.7
"1364","685","B",30,45,15,19.4,20.3,8.7,6.5,930,0.41,31.4,12.6,22.9
"1365","685","B",45,70,25,NA,23.5,9.4,7.7,580,0.25,NA,NA,NA
"1367","685","C",180,200,20,18.6,18.6,8.7,6.6,2129,0.09,22.3,14.2,36.2
"1369","686","A",0,14,14,27,29,5.8,5.2,3097,3.23,26.8,22,14.8
"1370","686","A",14,30,16,24,25.2,5.9,5.3,4449,2.58,25.3,26.6,14
"1372","686","B",46,77,31,20,20.5,6.4,5,3097,0.59,34.8,19.7,14.4
"1373","686","B",77,110,33,23.5,24.4,6.5,4.7,2748,0.37,29.4,21.3,17.3
"1375","686","C",154,174,20,18.7,18.7,6.9,5.2,3869,0.12,9.5,24.8,23.9
"1376","687","A",0,16,16,23.5,25.2,5.7,5.2,2787,3.18,26,19.7,18.6
"1377","687","A",16,26,10,20.2,21.7,5.8,5.1,4643,1.95,25.7,19.4,21.3
"1379","687","B",39,71,32,20.2,21,6.4,4.9,3290,0.51,32.2,19.8,15.8
"1378","687","B",71,100,29,21.6,22.2,6.6,4.8,2998,0.34,24.7,19,19.5
"1382","687","C",190,210,20,17.1,16.6,7.9,6.1,4673,0.13,7.2,16,32.8
"1384","688","A",0,12,12,29.4,26.2,5.8,5.2,3194,2.87,28.5,21.5,15.8
"1385","688","A",12,25,13,22.1,23.2,6,5.2,4088,2.38,26.5,20.7,17.2
"1386","688","B",38,78,40,23.9,25.2,6.4,4.6,2843,0.74,36.4,18.2,10.7
"1387","688","B",78,104,26,20.3,21.3,6.4,4.5,2920,0.36,26.1,22.8,19.2
"1389","688","C",185,205,20,19.7,20.6,7.4,5.2,2843,0.13,12.3,26.7,17.7
"1391","689","A",0,12,12,13.6,15.5,5.8,5.1,1539,1.67,17.4,18.9,19.1
"1392","689","B",12,33,21,28,29,8.5,6.6,853,0.79,32.4,16.2,15.5
"1393","689","B",33,52,19,NA,27.2,9.1,7.7,749,0.35,23.4,24.9,11.4
"1396","689","C",170,190,20,NA,19.6,8.6,7.3,2039,0.1,7,30.5,9
"1397","690","A",0,13,13,18.1,21.6,5.7,5.2,2675,1.89,23.2,22.7,8.8
"1398","690","A",13,20,7,19.1,22,5.9,5.3,4395,1.51,26.6,24,8
"1400","690","B",27,53,26,19.6,23,6.2,5,3095,0.66,35.8,22,9.1
"1401","690","B",53,74,21,22.3,25.6,6.5,5.2,2675,0.52,36.2,22.7,10
"1403","690","C",150,170,20,17.7,19,6.7,5.3,4935,0.12,10.9,22.8,11
"1405","691","A",0,12,12,21.5,24.9,5.8,5.4,1811,2.42,25.8,22.7,10.9
"1404","691","A",12,25,13,18,21.5,5.7,5.2,3855,1.52,26.2,23.1,10.2
"1407","691","B",35,88,53,22.1,25,6.3,5.1,2921,0.54,36.2,17.5,8.8
"1409","691","C",112,140,28,16.8,18.1,6.9,5.5,4634,0.14,8.7,18.5,19.7
"1410","692","A",0,16,16,19.6,22.4,6,5.6,3329,2.28,26.6,24.6,6.4
"1411","692","A",16,30,14,18.6,21.4,6.2,5.6,4449,1.56,25.4,27.9,6.3
"1414","692","B",41,62,21,18.4,19.9,6.4,5.4,3174,0.56,31.9,25.3,6.8
"1413","692","B",62,90,28,25.3,27.1,6.3,5.3,2245,0.45,34.5,23.6,7.8
"1416","692","C",120,152,32,23.3,23,8,6.4,1470,0.16,15.4,28.1,9
"1417","693","A",0,18,18,18.2,22.2,5.6,5.2,2765,2.19,25.7,25.7,8
"1418","693","A",18,24,6,17.7,20.8,5.6,5.2,3076,1.75,25.4,26.5,7.8
"1420","693","B",38,85,47,22.4,25.4,6,5.1,2671,0.52,36.6,22.4,7.8
"1422","693","C",113,135,22,16,17.4,6.6,5.3,5030,0.11,20.6,20.6,16.6
"1424","694","A",0,14,14,22.2,26.1,5.5,5.1,1393,2.76,26.5,28.6,6.5
"1423","694","A",14,22,8,23,24.9,6.2,5.6,3058,1.88,27.6,26.6,7.1
"1425","694","B",35,82,47,27.6,27.9,7.1,6,1703,0.35,35.5,25.4,7.9
"172","694","BC",82,100,18,28.5,28.6,7.7,6.3,1558,0.24,25.7,26.7,9.4
"1429","695","A",0,23,23,15.5,16.4,8,7.1,1660,1.15,13.9,26.1,14.6
"1430","695","B",36,70,34,NA,23.5,9.2,7.5,452,0.36,27.2,18.8,14.4
"1432","695","C",120,140,20,NA,22,8.9,7.3,735,0.14,20.6,22.6,13.7
"1434","696","A",0,15,15,15.3,17.7,5.5,4.9,2748,2.17,23.5,26,8.1
"1435","696","B",27,53,26,28.1,29.7,8.1,6.4,542,0.55,28.3,29,6.3
"1436","696","B",53,73,20,NA,26.3,9,7.5,445,0.28,22.3,25.3,8.9
"1438","696","C",98,118,20,NA,18.1,9.3,7.7,565,0.06,10.5,24.9,15.4
"1440","697","A",0,14,14,19.3,22.9,5.6,5.2,3076,2.2,23.2,27,6.6
"1441","697","A",14,26,12,18.9,23,5.5,4.9,3349,1.79,24.6,24.9,6.5
"1443","697","B",33,60,27,23.5,26.3,6,4.9,2593,0.68,38.3,20.6,5.9
"1444","697","B",60,78,18,23.8,27.1,6.1,5,2516,0.46,33.9,21.7,6.9
"1446","697","C",106,140,34,20.1,21.1,6.4,5.1,2864,0.12,14.2,22.3,5.1
"1447","698","A",0,12,12,17.8,22.6,5.7,5.1,2843,2.17,26.4,24.7,14.2
"1448","698","A",12,36,24,17.6,21.6,5.6,5,3589,1.76,27,23.3,14.8
"1451","698","B",48,78,30,23.3,27,6.3,4.9,2709,0.6,36,22.6,13.7
"1450","698","B",78,92,14,24.2,26.8,6.5,5,2424,0.37,24.6,27.2,12.2
"1453","698","C",115,135,20,20.6,21.8,6.9,5.5,3612,0.14,12.3,21.6,23.2
"1455","699","A",0,14,14,18.9,22.2,5.5,5,2019,2.24,23.6,17.4,21.7
"1454","699","A",14,24,10,17.8,19.5,6.5,5.8,4182,1.44,22.7,22.7,20.9
"1456","699","A",24,36,12,16.5,17.5,7.1,6,5180,1.05,20,27.5,12.4
"1457","699","B",50,95,45,25.3,25.2,8.6,6.6,1166,0.26,27.5,23,13
"1742","699","BC",95,115,20,NA,29.5,8.9,7.1,903,0.13,28,23.5,32.9
"1461","700","A",0,21,21,19.9,24.2,5.7,5.1,3832,2.57,27.7,21,13.1
"1460","700","A",21,33,12,17.2,21.6,5.8,5.2,5998,1.64,27.1,18.8,12.7
"1463","700","B",44,77,33,19.5,23.9,6.1,5.1,3329,0.52,31.8,16.4,12.8
"1465","700","C",102,130,28,15.5,17.2,6.5,5.1,5765,0.13,8.8,17.6,26.6
"1466","701","A",0,10,10,18.7,17.5,8.8,7.5,238,1.54,19.3,31.7,12.2
"1467","701","B",20,40,20,NA,47.7,8.8,7.5,178,0.91,40.1,25.6,9.3
"1468","701","B",40,56,16,NA,33.7,8.7,7.4,193,0.7,37.2,22.9,10.9
"1471","702","A",0,13,13,17.1,22.1,5.5,4.8,2310,2.4,25.8,23.6,17
"1470","702","A",13,26,13,15.3,20,5.8,5,4620,1.61,25.6,23.7,17.4
"1472","702","B",39,66,27,25.1,30,6.8,5.1,2069,0.58,38.4,22.8,12.2
"1475","702","C",125,195,70,NA,17.5,8.8,7.2,1973,0.09,13.5,33.9,23.6
"1477","703","A",0,16,16,18.1,22.6,5.5,5.1,2908,2.04,23.7,20,23.2
"1478","703","A",16,30,14,17.6,22.4,5.8,5,4544,1.71,23.4,20.7,25.2
"1480","703","B",41,74,33,21.8,24.8,6.4,5,2935,0.45,29.4,19.7,23.6
"1482","703","C",93,152,59,17.9,18.2,7,5.2,4282,0.15,12.3,22.5,31.6
"1483","703","C",152,172,20,20.3,20.5,7.1,5.5,4186,0.14,9.8,29.5,16.8
"1486","705","A",0,13,13,20.2,24.4,5.7,5,3496,2.54,26.9,28,12.4
"1484","705","A",13,27,14,21.9,24.6,5.8,4.9,6013,2.18,27,30.5,7.9
"1485","705","A",27,50,23,24.1,28.3,6,5.1,6590,1.87,27.5,29,7.8
"1488","705","B",69,95,26,27.9,31.3,6.5,5.2,1999,0.51,42.2,18.2,13.8
"1487","705","B",95,120,25,27.9,30.5,6.8,5.3,2090,0.35,24,25.6,17.5
"184","705","BC",120,140,20,26.1,28.1,6.9,5.5,2363,0.24,15.7,28.4,10.9
"1491","706","A",0,18,18,19.9,23.8,5.8,5.3,2330,2.45,23.1,21.5,23.9
"1492","706","A",18,31,13,18.9,21.9,5.8,5.2,3496,2,24.7,18.4,23.9
"1495","706","B",40,66,26,20.5,23,6.2,5,2843,0.54,30.9,17,24.1
"1494","706","B",66,85,19,19.1,21.6,6.3,5,3076,0.37,23.9,17.8,27.1
"1497","706","C",100,230,130,15.7,17,7,5.6,4894,0.19,8.8,16,38.4
"1499","707","A",0,14,14,24.3,27,6.3,5.5,1386,2.29,26.5,30.3,8.5
"1498","707","A",14,32,18,18.2,20.2,6.4,5.5,2772,1.33,24.8,29.8,9.7
"1501","707","B",39,85,46,30.6,32.9,6.8,5.2,2138,0.59,43.7,26.1,6.5
"1500","707","B",85,97,12,26.7,28.2,7.1,5.2,2415,0.46,33.8,28.2,8
"1503","707","C",140,160,20,22.8,21.3,8.1,6.3,2257,0.04,22.8,26.9,12.3
"1505","708","A",0,16,16,23,25.3,6.1,5.4,1901,2.53,26.5,34.7,7
"1506","708","A",16,27,11,20.6,23.4,6.5,5.2,4462,2.01,28.1,33.6,7.3
"1508","708","B",33,70,37,26.3,28,6.7,5,2444,0.65,41.1,28.5,5.9
"1509","708","B",70,100,30,28.9,30,6.8,5.2,2347,0.34,35.4,31.1,7.2
"1511","708","C",140,160,20,25.6,25,7.2,5.4,2988,0.11,25.8,29,10.3
"1512","710","A",0,15,15,22.2,24.8,6.3,5.5,3204,2.45,21.8,30.5,15.9
"1513","710","A",15,34,19,19.5,20.6,6.8,5.8,3204,1.2,22.3,29.9,13.2
"1514","710","B",42,75,33,30.4,32,7.2,5.3,1283,0.63,48.3,21.3,8.7
"1515","710","B",75,96,21,28.2,29.5,7.2,5.5,4165,0.34,39.2,21.8,10.9
"1518","710","C",160,180,20,25.4,25.1,7.3,5.5,4165,0.19,29.8,26.2,13.8
"1520","711","A",0,14,14,16.3,19.6,6,5,1629,2.1,20.7,29.6,12.9
"1522","711","B",27,43,16,28.4,27.1,8.5,6.8,407,0.72,45.8,18.5,11.7
"1521","711","B",43,53,10,NA,21.9,9,7.5,388,0.5,33,31.9,8.5
"1524","711","C",68,88,20,NA,14.9,9.1,7.4,795,0.06,19.7,26.3,16.5
"1527","712","A",0,14,14,19.7,22.7,6,5.5,3259,2.45,23.7,29.2,11.7
"1526","712","A",14,36,22,19,23.2,6.2,5.4,4654,2.14,25.2,30.1,10.6
"1530","712","B",53,90,37,25.3,28,6.5,5,1897,0.52,46.4,18.4,9.8
"1529","712","B",90,122,32,23.5,25.4,6.4,5.3,1753,0.3,30.6,25.1,3.6
"1532","712","C",200,220,20,NA,NA,8.1,7.1,1181,0.13,34.5,29.8,4.2
"1534","713","A",0,14,14,17.8,17.8,8.8,7,1775,1.4,21.1,26.5,13.5
